Time,og_F,corr_F
471.7,59.0515,4.084809
471.8,63.2324,8.254446
471.9,62.4695,7.480283
472,61.1877,6.18722
472.1,62.0117,6.999957
472.2,61.9812,6.958194
472.3,61.7981,6.763831
472.4,61.4929,6.447368
472.5,61.554,6.497205
472.6,61.0962,6.028142
472.7,61.2183,6.138979
472.8,61.4624,6.371816
472.9,63.0188,7.916953
473,64.0564,8.94329
473.1,62.1033,6.978927
473.2,62.7747,7.639064
473.3,60.2112,5.064301
473.4,63.2629,8.104738
473.5,60.8826,5.713175
473.6,61.615,6.434312
473.7,63.9954,8.803449
473.8,63.0493,7.846086
473.9,60.5469,5.332423
474,62.1338,6.90806
474.1,62.8052,7.568197
474.2,64.6057,9.357434
474.3,60.9436,5.684071
474.4,63.446,8.175208
474.5,64.0259,8.743845
474.6,60.0586,4.765282
474.7,62.9883,7.683719
474.8,64.3005,8.984656
474.9,65.094,9.766893
475,58.6853,3.34693
475.1,65.9485,10.598867
475.2,66.3757,11.014804
475.3,60.1807,4.808541
475.4,61.5845,6.201078
475.5,63.8733,8.478615
475.6,59.3872,3.981252
475.7,63.385,7.967789
475.8,61.3098,5.881326
475.9,59.906,4.466263
476,59.9976,4.5466
476.1,61.2488,5.786537
476.2,59.5093,4.035774
476.3,63.6597,8.174911
476.4,63.4155,7.919448
476.5,62.1643,6.656985
476.6,62.439,6.920422
476.7,61.5234,5.993559
476.8,65.8264,10.285296
476.9,60.6689,5.116533
477,61.554,5.99037
477.1,59.845,4.270107
477.2,59.2957,3.709544
477.3,61.9202,6.322781
477.4,64.9414,9.332718
477.5,65.0024,9.382455
477.6,67.9932,12.361992
477.7,65.6433,10.000829
477.8,57.8918,2.238066
477.9,65.5518,9.886803
478,59.2651,3.58884
478.1,66.2231,10.535577
478.2,61.4319,5.733114
478.3,60.6384,4.928351
478.4,63.6902,7.968888
478.5,61.9202,6.187625
478.6,64.3921,8.648262
478.7,61.1572,5.402099
478.8,60.2722,4.505836
478.9,59.8755,4.097873
479,63.446,7.65711
479.1,63.5681,7.767947
479.2,62.0728,6.261384
479.3,69.0002,13.177521
479.4,66.7419,10.907958
479.5,65.3381,9.492895
479.6,67.5354,11.678932
479.7,59.8145,3.946769
479.8,62.561,6.682006
479.9,63.1409,7.250643
480,67.688,11.78648
480.1,65.8264,9.913617
480.2,63.6902,7.766154
480.3,69.3665,13.431191
480.4,62.6221,6.675528
480.5,61.5845,5.626665
480.6,61.9202,5.951102
480.7,66.3452,10.364839
480.8,62.8357,6.844076
480.9,66.6504,10.647513
481,65.4907,9.47655
481.1,60.5164,4.490987
481.2,69.0002,12.963524
481.3,67.4438,11.395861
481.4,63.3545,7.295298
481.5,62.0117,5.941235
481.6,61.4624,5.380672
481.7,62.6221,6.529109
481.8,64.3311,8.226846
481.9,68.5425,12.426983
482,65.5518,9.42502
482.1,66.6504,10.512357
482.2,68.1458,11.996494
482.3,66.0095,9.848931
482.4,60.1196,3.947768
482.5,65.3076,9.124505
482.6,64.7278,8.533442
482.7,65.1855,8.979879
482.8,63.6292,7.412316
482.9,64.7278,8.499653
483,63.1104,6.87099
483.1,64.3005,8.049827
483.2,62.5305,6.268564
483.3,66.5283,10.255101
483.4,68.2068,11.922338
483.5,63.7817,7.485975
483.6,63.1104,6.803412
483.7,67.0776,10.759349
483.8,66.5894,10.259886
483.9,67.5049,11.164123
484,68.4509,12.09886
484.1,62.3474,5.984097
484.2,61.554,5.179434
484.3,64.6362,8.250371
484.4,60.9436,4.546508
484.5,62.0728,5.664445
484.6,70.6787,14.259082
484.7,65.7654,9.334519
484.8,62.561,6.118856
484.9,66.4368,9.983393
485,65.094,8.62933
485.1,63.0493,6.573367
485.2,62.1643,5.677104
485.3,64.0564,7.557941
485.4,64.3311,7.821378
485.5,67.4133,10.892315
485.6,62.1643,5.632052
485.7,67.7795,11.235989
485.8,61.2488,4.694026
485.9,66.4673,9.901263
486,66.5588,9.9815
486.1,69.2749,12.686337
486.2,68.2373,11.637474
486.3,65.3381,8.727011
486.4,61.4624,4.840048
486.5,63.0188,6.385185
486.6,62.9883,6.343422
486.7,63.5681,6.911959
486.8,61.0962,4.428796
486.9,66.1316,9.452933
487,65.155,8.46507
487.1,61.7065,5.005307
487.2,63.4766,6.764144
487.3,61.5845,4.860781
487.4,68.4509,11.715918
487.5,66.4368,9.690555
487.6,61.8286,5.071092
487.7,65.5518,8.783029
487.8,67.2607,10.480666
487.9,62.2253,5.434003
488,60.8826,4.08004
488.1,63.0798,6.265977
488.2,69.2444,12.419314
488.3,63.1409,6.304551
488.4,65.6128,8.765188
488.5,71.9604,15.101525
488.6,65.2161,8.345962
488.7,66.5894,9.707999
488.8,72.5403,15.647636
488.9,66.2842,9.380273
489,65.7043,8.78911
489.1,66.9861,10.059647
489.2,71.228,14.290284
489.3,66.6504,9.701421
489.4,62.9883,6.028058
489.5,66.8335,9.861995
489.6,67.3828,10.400032
489.7,69.7937,12.799669
489.8,66.0706,9.065306
489.9,67.1082,10.091643
490,65.7959,8.76808
490.1,66.1621,9.123017
490.2,71.0144,13.964054
490.3,62.9883,5.926691
490.4,70.6177,13.544828
490.5,72.3877,15.303565
490.6,69.519,12.423602
490.7,68.1152,11.008539
490.8,70.8618,13.743876
490.9,67.0776,9.948413
491,65.4297,8.28925
491.1,63.9648,6.813087
491.2,65.3381,8.175124
491.3,64.2395,7.065261
491.4,67.3828,10.197298
491.5,72.3877,15.190935
491.6,65.8264,8.618372
491.7,68.8171,11.597809
491.8,66.1316,8.901046
491.9,66.4063,9.164483
492,72.1436,14.89052
492.1,67.0166,9.752257
492.2,66.2537,8.978094
492.3,66.6504,9.363531
492.4,64.0564,6.758268
492.5,62.1033,4.793905
492.6,67.7185,10.397842
492.7,66.1621,8.830179
492.8,71.167,13.823816
492.9,66.1621,8.807653
493,64.1785,6.81279
493.1,68.2983,10.921327
493.2,66.2842,8.895964
493.3,68.3594,10.959901
493.4,64.4836,7.072838
493.5,67.0166,9.594575
493.6,66.7419,9.308612
493.7,70.2515,12.806949
493.8,65.2466,7.790786
493.9,64.6973,7.230223
494,66.1926,8.71426
494.1,67.7795,10.289897
494.2,66.6504,9.149534
494.3,66.3147,8.802571
494.4,64.8499,7.326508
494.5,70.0073,12.472645
494.6,71.7468,14.200882
494.7,67.9321,10.374919
494.8,69.6411,12.072656
494.9,69.1528,11.573093
495,71.228,13.63703
495.1,65.2161,7.613867
495.2,74.1882,16.574704
495.3,67.4133,9.788541
495.4,67.3828,9.746778
495.5,67.0471,9.399815
495.6,70.2209,12.562352
495.7,68.3594,10.689589
495.8,70.3735,12.692426
495.9,67.3828,9.690463
496,66.7725,9.0689
496.1,68.0847,10.369837
496.2,67.8406,10.114474
496.3,71.8079,14.070511
496.4,66.2537,8.505048
496.5,67.4744,9.714485
496.6,70.2209,12.449722
496.7,68.2678,10.485359
496.8,67.1997,9.405996
496.9,69.2444,11.439433
497,68.6035,10.78727
497.1,71.2585,13.431007
497.2,70.8008,12.962044
497.3,69.4885,11.638481
497.4,66.6504,8.789118
497.5,65.0635,7.190955
497.6,65.8264,7.942592
497.7,66.2231,8.328029
497.8,69.519,11.612666
497.9,69.3359,11.418303
498,70.5261,12.59724
498.1,66.864,8.923877
498.2,70.1599,12.208514
498.3,69.2749,11.312251
498.4,68.8477,10.873788
498.5,71.1365,13.151325
498.6,70.5566,12.560162
498.7,72.3267,14.318999
498.8,68.7256,10.706636
498.9,69.8242,11.793973
499,65.3687,7.32721
499.1,72.5708,14.518047
499.2,66.04,7.975984
499.3,68.1763,10.101021
499.4,68.6951,10.608558
499.5,69.7327,11.634895
499.6,70.0684,11.959332
499.7,67.9016,9.781269
499.8,66.5588,8.427206
499.9,70.8618,12.718943
500,68.1152,9.96108
500.1,68.9392,10.773817
500.2,72.2961,14.119454
500.3,68.4509,10.262991
500.4,68.5425,10.343328
500.5,67.749,9.538565
500.6,68.0847,9.863002
500.7,67.9626,9.729639
500.8,68.6035,10.359276
500.9,66.6199,8.364413
501,68.9697,10.70295
501.1,70.2209,11.942887
501.2,71.7163,13.427024
501.3,70.0989,11.798361
501.4,68.3289,10.017098
501.5,67.8711,9.548035
501.6,68.3289,9.994572
501.7,69.0002,10.654609
501.8,66.7419,8.385046
501.9,68.6951,10.326983
502,68.4509,10.07152
502.1,69.9158,11.525157
502.2,68.4204,10.018494
502.3,71.167,12.753831
502.4,74.2493,15.824868
502.5,71.4722,13.036505
502.6,73.1812,14.734242
502.7,69.9463,11.488079
502.8,71.2891,12.819616
502.9,70.1904,11.709653
503,68.9392,10.44719
503.1,68.512,10.008727
503.2,69.9463,11.431764
503.3,67.9932,9.467401
503.4,68.8477,10.310638
503.5,68.0542,9.505875
503.6,66.6504,8.090812
503.7,70.8008,12.229949
503.8,69.2749,10.692786
503.9,72.4487,13.855323
504,71.5942,12.98956
504.1,69.7327,11.116797
504.2,71.1975,12.570334
504.3,68.9697,10.331271
504.4,67.688,9.038308
504.5,69.7021,11.041145
504.6,69.0002,10.327982
504.7,69.9158,11.232319
504.8,73.5474,14.852656
504.9,68.4814,9.775393
505,68.4509,9.73363
505.1,68.9697,10.241167
505.2,66.7114,7.971604
505.3,68.6035,9.852441
505.4,67.7795,9.017178
505.5,69.0308,10.257215
505.6,67.627,8.842152
505.7,67.6575,8.861389
505.8,67.4438,8.636426
505.9,71.228,12.409363
506,69.1528,10.3229
506.1,71.6248,12.783637
506.2,68.1152,9.262774
506.3,68.3289,9.465211
506.4,75.1953,16.320348
506.5,72.5708,13.684585
506.6,73.7915,14.894022
506.7,70.7397,11.830959
506.8,74.707,15.786996
506.9,67.9321,9.000833
507,69.519,10.57647
507.1,68.634,9.680207
507.2,69.1833,10.218244
507.3,69.8242,10.847881
507.4,69.4885,10.500918
507.5,74.9817,15.982855
507.6,71.2891,12.278992
507.7,71.8689,12.847529
507.8,68.4814,9.448766
507.9,69.9463,10.902403
508,67.8711,8.81594
508.1,66.9861,7.919677
508.2,70.9839,11.906214
508.3,70.7092,11.620251
508.4,71.7468,12.646588
508.5,72.7539,13.642425
508.6,72.6013,13.478562
508.7,68.0847,8.950699
508.8,68.9087,9.763436
508.9,70.9839,11.827373
509,71.1975,12.02971
509.1,73.7915,14.612447
509.2,76.1414,16.951084
509.3,71.3501,12.148521
509.4,70.3125,11.099658
509.5,70.2515,11.027395
509.6,68.634,9.398632
509.7,67.8711,8.624469
509.8,71.3806,12.122706
509.9,71.7773,12.508143
510,68.4509,9.17048
510.1,71.3501,12.058417
510.2,69.1528,9.849854
510.3,72.7844,13.470191
510.4,70.8923,11.566828
510.5,71.0754,11.738665
510.6,71.3806,12.032602
510.7,69.4275,10.068239
510.8,69.7021,10.331576
510.9,73.0591,13.677313
511,71.7163,12.32325
511.1,71.991,12.586687
511.2,69.8853,10.469724
511.3,69.9768,10.549961
511.4,70.0989,10.660798
511.5,69.6106,10.161235
511.6,74.707,15.246372
511.7,69.8853,10.413409
511.8,74.3713,14.888146
511.9,71.8689,12.374483
512,75.2563,15.75062
512.1,69.519,10.002057
512.2,72.6624,13.134194
512.3,70.9839,11.444431
512.4,68.0237,8.472968
512.5,72.2656,12.703605
512.6,71.6553,12.082042
512.7,69.9158,10.331279
512.8,68.6951,9.099316
512.9,69.3665,9.759453
513,73.3337,13.71539
513.1,69.2139,9.584327
513.2,71.0449,11.404064
513.3,70.4346,10.782501
513.4,73.8831,14.219738
513.5,69.4885,9.813875
513.6,72.3267,12.640812
513.7,69.1833,9.486149
513.8,70.4956,10.787186
513.9,70.9839,11.264223
514,73.1812,13.45026
514.1,72.9675,13.225297
514.2,70.8618,11.108334
514.3,69.519,9.754271
514.4,69.2749,9.498908
514.5,69.8242,10.036945
514.6,70.1599,10.361382
514.7,70.7397,10.929919
514.8,71.6858,11.864756
514.9,69.6411,9.808793
515,69.3665,9.52293
515.1,72.7539,12.899067
515.2,69.1223,9.256204
515.3,69.8242,9.946841
515.4,68.7561,8.867478
515.5,72.998,13.098115
515.6,70.8008,10.889652
515.7,72.4792,12.556789
515.8,69.7632,9.829526
515.9,71.9299,11.984963
516,68.9087,8.9525
516.1,71.3501,11.382637
516.2,71.6858,11.707074
516.3,69.7327,9.742711
516.4,74.0967,14.095448
516.5,69.5801,9.567585
516.6,71.5637,11.539922
516.7,70.5566,10.521559
516.8,74.3713,14.324996
516.9,73.0286,12.971033
517,69.6411,9.57227
517.1,73.5779,13.497807
517.2,71.167,11.075644
517.3,72.7539,12.651281
517.4,73.0286,12.914718
517.5,74.7681,14.642955
517.6,71.7468,11.610392
517.7,72.5403,12.392629
517.8,71.1365,10.977566
517.9,70.3125,10.142303
518,73.1506,12.96914
518.1,69.7937,9.600977
518.2,71.2585,11.054514
518.3,72.2046,11.989351
518.4,75.2258,14.999288
518.5,73.2117,12.973925
518.6,70.2515,10.002462
518.7,69.6106,9.350299
518.8,70.8313,10.559736
518.9,69.9158,9.632973
519,72.9065,12.61241
519.1,73.4863,13.180947
519.2,69.6411,9.324484
519.3,74.5239,14.196021
519.4,71.4722,11.133058
519.5,71.4722,11.121795
519.6,71.0449,10.683232
519.7,72.9675,12.594569
519.8,72.113,11.728806
519.9,71.6858,11.290343
520,71.7468,11.34008
520.1,71.9604,11.542417
520.2,73.9441,13.514854
520.3,70.9839,10.543391
520.4,71.8994,11.447628
520.5,70.1294,9.666365
520.6,73.0896,12.615302
520.7,71.167,10.681439
520.8,73.9136,13.416776
520.9,72.7234,12.215313
521,73.5779,13.05855
521.1,71.5332,11.002587
521.2,70.2515,9.709624
521.3,71.0449,10.491761
521.4,73.2727,12.708298
521.5,73.4253,12.849635
521.6,73.3032,12.716272
521.7,71.3501,10.751909
521.8,70.2209,9.611446
521.9,75.3174,14.696683
522,72.6624,12.03042
522.1,72.6929,12.049657
522.2,71.8994,11.244894
522.3,71.6553,10.989531
522.4,73.8525,13.175468
522.5,72.4487,11.760405
522.6,73.5779,12.878342
522.7,71.1975,10.486679
522.8,74.4019,13.679816
522.9,71.6248,10.891453
523,74.0051,13.26049
523.1,73.9136,13.157727
523.2,74.1882,13.421064
523.3,74.5239,13.745501
523.4,72.0825,11.292838
523.5,73.5474,12.746475
523.6,71.0754,10.263212
523.7,73.1201,12.296649
523.8,72.4182,11.583486
523.9,73.1506,12.304623
524,72.4792,11.62196
524.1,73.6084,12.739897
524.2,72.1741,11.294334
524.3,72.9675,12.076471
524.4,71.7163,10.814008
524.5,72.876,11.962445
524.6,73.3643,12.439482
524.7,72.9675,12.031419
524.8,72.7234,11.776056
524.9,72.998,12.039393
525,71.9604,10.99053
525.1,72.0215,11.040367
525.2,73.0896,12.097204
525.3,71.106,10.102341
525.4,72.998,11.983078
525.5,73.4253,12.399115
525.6,75.4089,14.371452
525.7,72.8149,11.766189
525.8,72.2046,11.144626
525.9,71.8079,10.736663
526,73.0591,11.9766
526.1,72.5403,11.446537
526.2,73.3643,12.259274
526.3,72.8149,11.698611
526.4,72.9675,11.839948
526.5,74.4629,13.324085
526.6,73.5168,12.366722
526.7,73.2422,12.080859
526.8,74.4629,13.290296
526.9,71.991,10.807133
527,75.1343,13.93917
527.1,72.3572,11.150807
527.2,74.4019,13.184244
527.3,71.7163,10.487381
527.4,73.0896,11.849418
527.5,73.3032,12.051755
527.6,72.8455,11.582792
527.7,71.4722,10.198229
527.8,74.1882,12.902966
527.9,73.761,12.464503
528,73.8831,12.57534
528.1,73.2727,11.953677
528.2,73.9441,12.613814
528.3,73.5474,12.205851
528.4,71.7773,10.424488
528.5,73.0591,11.695025
528.6,74.2798,12.904462
528.7,73.5779,12.191299
528.8,73.8831,12.485236
528.9,74.7681,13.358973
529,72.5098,11.08941
529.1,74.6765,13.244847
529.2,74.2798,12.836884
529.3,74.0356,12.581421
529.4,73.5168,12.051358
529.5,72.4792,11.002495
529.6,75.9583,14.470332
529.7,72.6624,11.163169
529.8,75.1038,13.593306
529.9,72.998,11.476243
530,73.3337,11.80068
530.1,74.0051,12.460817
530.2,74.9512,13.395654
530.3,74.0967,12.529891
530.4,73.8525,12.274428
530.5,73.6694,12.080065
530.6,73.4558,11.855202
530.7,73.3337,11.721839
530.8,73.3032,11.680076
530.9,75.0732,13.438813
531,73.1506,11.50495
531.1,73.9746,12.317687
531.2,74.0356,12.367424
531.3,74.2188,12.539361
531.4,74.646,12.955298
531.5,72.998,11.296035
531.6,74.707,12.993772
531.7,75.4089,13.684409
531.8,75.2869,13.551146
531.9,73.4558,11.708783
532,75.8362,14.07792
532.1,74.4934,12.723857
532.2,75.592,13.811194
532.3,74.1577,12.365631
532.4,73.9136,12.110268
532.5,73.6389,11.824305
532.6,73.8525,12.026642
532.7,74.5239,12.686779
532.8,73.9746,12.126216
532.9,74.646,12.786353
533,75.3174,13.44649
533.1,75.4395,13.557327
533.2,73.6084,11.714964
533.3,75.2258,13.321101
533.4,73.2727,11.356738
533.5,73.9136,11.986375
533.6,75.0732,13.134712
533.7,74.2188,12.269049
533.8,73.6389,11.677886
533.9,73.9441,11.971823
534,74.4019,12.41836
534.1,75.5005,13.505697
534.2,75.2258,13.219734
534.3,73.0896,11.072271
534.4,75.7751,13.746508
534.5,74.0356,11.995745
534.6,74.707,12.655882
534.7,73.5474,11.485019
534.8,75.7751,13.701456
534.9,75.3784,13.293493
535,75.6531,13.55693
535.1,75.592,13.484567
535.2,75.531,13.412304
535.3,76.2024,14.072441
535.4,74.8901,12.748878
535.5,75.592,13.439515
535.6,74.3408,12.177052
535.7,76.0498,13.874789
535.8,75.1953,13.009026
535.9,75.6226,13.425063
536,75.0122,12.8034
536.1,75.531,13.310937
536.2,75.6836,13.452274
536.3,75.2869,13.044311
536.4,75.9583,13.704448
536.5,75.2869,13.021785
536.6,75.8362,13.559822
536.7,74.5239,12.236259
536.8,75.8362,13.537296
536.9,74.7375,12.427333
537,75.7446,13.42317
537.1,74.9207,12.588007
537.2,74.9207,12.576744
537.3,75.2563,12.901081
537.4,75.8667,13.500218
537.5,76.1108,13.733055
537.6,75.7141,13.325092
537.7,75.1953,12.795029
537.8,74.9817,12.570166
537.9,75.8362,13.413403
538,75.0122,12.57814
538.1,76.3245,13.879177
538.2,75.2869,12.830314
538.3,75.6836,13.215751
538.4,75.0732,12.594088
538.5,75.9583,13.467925
538.6,75.9583,13.456662
538.7,76.2329,13.719999
538.8,76.0193,13.495136
538.9,76.1108,13.575373
539,76.2939,13.74721
539.1,75.2563,12.698347
539.2,77.1179,14.548684
539.3,75.0122,12.431721
539.4,76.7822,14.190458
539.5,75.9583,13.355295
539.6,75.6531,13.038832
539.7,75.4395,12.813969
539.8,75.47,12.833206
539.9,75.8362,13.188143
540,76.2634,13.60408
540.1,76.2024,13.531817
540.2,75.531,12.849154
540.3,76.7822,14.089091
540.4,75.7141,13.009728
540.5,76.3245,13.608865
540.6,75.6531,12.926202
540.7,76.4771,13.738939
540.8,76.1108,13.361376
540.9,76.5076,13.746913
541,77.0874,14.31545
541.1,76.0498,13.266587
541.2,77.0264,14.231924
541.3,75.8057,12.999961
541.4,76.5686,13.751598
541.5,75.6836,12.855335
541.6,77.2705,14.430972
541.7,76.2329,13.382109
541.8,77.2705,14.408446
541.9,76.0498,13.176483
542,76.9043,14.01972
542.1,76.5076,13.611757
542.2,76.5686,13.661494
542.3,76.9348,14.016431
542.4,76.2024,13.272768
542.5,77.1179,14.177005
542.6,76.4465,13.494342
542.7,77.5146,14.551179
542.8,76.1719,13.197216
542.9,77.6367,14.650753
543,76.5991,13.60189
543.1,76.9958,13.987327
543.2,77.2705,14.250764
543.3,76.5991,13.568101
543.4,77.7588,14.716538
543.5,76.5991,13.545575
543.6,77.5146,14.449812
543.7,76.7212,13.645149
543.8,77.6062,14.518886
543.9,76.3855,13.286923
544,77.3315,14.22166
544.1,76.5991,13.477997
544.2,77.7588,14.626434
544.3,76.8738,13.730171
544.4,76.5991,13.444208
544.5,77.4231,14.256945
544.6,76.5076,13.330182
544.7,77.7893,14.600619
544.8,76.5686,13.368656
544.9,77.8809,14.669693
545,76.6602,13.43773
545.1,77.6367,14.402967
545.2,76.6907,13.445704
545.3,77.7283,14.472041
545.4,77.0874,13.819878
545.5,77.179,13.900215
545.6,77.4231,14.133052
545.7,77.179,13.877689
545.8,77.9724,14.659826
545.9,76.5686,13.244763
546,78.0334,14.6983
546.1,77.179,13.832637
546.2,77.4841,14.126474
546.3,77.0874,13.718511
546.4,77.7588,14.378648
546.5,77.2705,13.879085
546.6,77.9724,14.569722
546.7,77.7588,14.344859
546.8,77.3315,13.906296
546.9,77.8503,14.413833
547,76.8738,13.42607
547.1,78.186,14.727007
547.2,76.9043,13.434044
547.3,78.125,14.643481
547.4,77.0874,13.594618
547.5,78.0029,14.498855
547.6,77.3621,13.846792
547.7,77.6978,14.171229
547.8,77.301,13.763166
547.9,77.9114,14.362303
548,77.9419,14.38154
548.1,77.179,13.607377
548.2,78.2471,14.664214
548.3,76.9348,13.340651
548.4,78.4912,14.885788
548.5,77.1484,13.531725
548.6,78.2166,14.588662
548.7,77.1484,13.509199
548.8,77.7588,14.108336
548.9,77.5757,13.913973
549,77.6978,14.02481
549.1,77.6367,13.952447
549.2,77.7588,14.063284
549.3,78.2471,14.540321
549.4,77.2705,13.552458
549.5,78.6743,14.944995
549.6,77.5757,13.835132
549.7,78.186,14.434169
549.8,77.5146,13.751506
549.9,78.125,14.350643
550,77.8198,14.03418
550.1,77.9114,14.114517
550.2,78.2471,14.438954
550.3,77.6978,13.878391
550.4,78.2776,14.446928
550.5,77.5452,13.703265
550.6,78.7964,14.943202
550.7,77.2705,13.406039
550.8,78.8574,14.981676
550.9,77.6062,13.719213
551,78.3997,14.50145
551.1,78.0334,14.123887
551.2,78.125,14.204224
551.3,78.186,14.253961
551.4,77.6978,13.754498
551.5,78.2471,14.292535
551.6,77.7893,13.823472
551.7,78.5217,14.544609
551.8,77.6062,13.617846
551.9,78.4912,14.491583
552,77.3315,13.32062
552.1,78.6133,14.591157
552.2,77.8809,13.847494
552.3,77.9724,13.927731
552.4,78.4912,14.435268
552.5,78.0945,14.027305
552.6,78.7048,14.626342
552.7,78.0334,13.943679
552.8,78.7354,14.634416
552.9,78.0945,13.982253
553,78.5828,14.45929
553.1,77.6062,13.471427
553.2,78.949,14.802964
553.3,77.9724,13.815101
553.4,78.5522,14.383638
553.5,78.3081,14.128275
553.6,78.3386,14.147512
553.7,78.7964,14.594049
553.8,77.9419,13.728286
553.9,78.7659,14.541023
554,78.0945,13.85836
554.1,78.949,14.701597
554.2,78.064,13.805334
554.3,79.071,14.801071
554.4,78.0945,13.813308
554.5,78.8879,14.595445
554.6,78.2471,13.943382
554.7,78.5828,14.267819
554.8,78.7354,14.409156
554.9,78.3081,13.970593
555,78.7354,14.38663
555.1,78.125,13.764967
555.2,78.7964,14.425104
555.3,78.2471,13.864541
555.4,78.8879,14.494078
555.5,78.0945,13.689415
555.6,79.01,14.593652
555.7,78.3997,13.972089
555.8,78.7659,14.327026
555.9,78.6133,14.163163
556,78.2166,13.7552
556.1,78.8574,14.384737
556.2,77.8809,13.396974
556.3,79.2542,14.759011
556.4,78.0945,13.588048
556.5,79.1626,14.644885
556.6,78.186,13.657022
556.7,79.2236,14.683359
556.8,78.3691,13.817596
556.9,79.0405,14.477733
557,78.2471,13.67307
557.1,78.7659,14.180607
557.2,78.6133,14.016744
557.3,78.3997,13.791881
557.4,78.9795,14.360418
557.5,78.4302,13.799855
557.6,79.071,14.429392
557.7,78.3691,13.716229
557.8,79.1931,14.528966
557.9,78.3691,13.693703
558,79.071,14.38434
558.1,78.5522,13.854277
558.2,78.7354,14.026214
558.3,79.1931,14.472651
558.4,78.6438,13.912088
558.5,79.3152,14.572225
558.6,78.3997,13.645462
558.7,79.5593,14.793799
558.8,78.4912,13.714436
558.9,79.4678,14.679773
559,78.7048,13.90551
559.1,79.3762,14.565647
559.2,78.8269,14.005084
559.3,79.2236,14.390521
559.4,79.1931,14.348758
559.5,78.8269,13.971295
559.6,79.5288,14.661932
559.7,78.3386,13.460469
559.8,79.6204,14.731006
559.9,78.2471,13.346443
560,79.6509,14.73898
560.1,78.7354,13.812217
560.2,79.4067,14.472254
560.3,78.5522,13.606491
560.4,79.2236,14.266628
560.5,78.949,13.980765
560.6,79.2236,14.244102
560.7,79.2542,14.263439
560.8,78.7659,13.763876
560.9,79.6204,14.607113
561,78.6133,13.58875
561.1,79.834,14.798187
561.2,78.6438,13.596724
561.3,79.6509,14.592561
561.4,79.2542,14.184598
561.5,79.2847,14.203835
561.6,79.2847,14.192572
561.7,79.4067,14.303309
561.8,79.5898,14.475146
561.9,79.01,13.884083
562,79.9561,14.81892
562.1,78.7659,13.617457
562.2,80.0781,14.918394
562.3,78.6743,13.503331
562.4,79.9255,14.743268
562.5,78.9795,13.786005
562.6,79.8645,14.659742
562.7,79.3152,14.099179
562.8,79.4067,14.179416
562.9,79.6204,14.381853
563,79.7424,14.49259
563.1,79.8035,14.542427
563.2,79.2542,13.981864
563.3,80.0171,14.733501
563.4,78.7659,13.471038
563.5,80.0476,14.741475
563.6,78.8269,13.509512
563.7,80.1086,14.779949
563.8,79.6814,14.341486
563.9,79.6204,14.269223
564,79.9255,14.56306
564.1,79.895,14.521297
564.2,79.9866,14.601634
564.3,79.4373,14.041071
564.4,80.4749,15.067408
564.5,79.2236,13.804845
564.6,80.5359,15.105882
564.7,79.3457,13.904419
564.8,80.2307,14.778156
564.9,79.834,14.370193
565,79.895,14.41993
565.1,80.1086,14.622267
565.2,79.9255,14.427904
565.3,80.1697,14.660841
565.4,80.0781,14.557978
565.5,80.3223,14.790915
565.6,79.5593,14.016652
565.7,80.5664,15.012489
565.8,79.5288,13.963626
565.9,80.658,15.081563
566,79.9866,14.3989
566.1,80.4138,14.814837
566.2,80.1392,14.528974
566.3,80.2307,14.609211
566.4,80.2612,14.628448
566.5,79.9561,14.312085
566.6,80.3833,14.728022
566.7,79.895,14.228459
566.8,80.6274,14.949596
566.9,79.8645,14.175433
567,81.0242,15.32387
567.1,79.834,14.122407
567.2,80.5969,14.874044
567.3,80.2002,14.466081
567.4,80.3833,14.637918
567.5,80.719,14.962355
567.6,80.2002,14.432292
567.7,80.7495,14.970329
567.8,79.9561,14.165666
567.9,80.9631,15.161403
568,79.834,14.02104
568.1,81.0852,15.260977
568.2,79.8035,13.968014
568.3,81.0242,15.177451
568.4,80.4138,14.555788
568.5,80.8105,14.941225
568.6,80.6885,14.807962
568.7,80.5969,14.705099
568.8,80.9326,15.029536
568.9,80.1392,14.224873
569,80.9631,15.03751
569.1,80.4749,14.538047
569.2,81.3293,15.381184
569.3,80.2002,14.240821
569.4,81.4514,15.480758
569.5,80.3528,14.370895
569.6,81.0242,15.031032
569.7,80.6885,14.684069
569.8,80.5359,14.520206
569.9,81.3599,15.332943
570,80.3833,14.34508
570.1,81.3599,15.310417
570.2,80.4138,14.353054
570.3,81.3599,15.287891
570.4,80.5359,14.452628
570.5,81.3904,15.295865
570.6,80.658,14.552202
570.7,81.3904,15.273339
570.8,80.78,14.651676
570.9,80.9631,14.823513
571,80.9937,14.84285
571.1,80.8411,14.678987
571.2,81.6956,15.522224
571.3,81.0852,14.900561
571.4,81.9702,15.774298
571.5,80.7495,14.542335
571.6,81.6345,15.416072
571.7,80.6885,14.458809
571.8,81.6956,15.454646
571.9,80.78,14.527783
572,81.543,15.27952
572.1,81.2988,15.024057
572.2,81.0242,14.738194
572.3,81.9397,15.642431
572.4,80.9937,14.685168
572.5,81.9397,15.619905
572.6,80.9326,14.601542
572.7,81.7566,15.414279
572.8,81.1768,14.823216
572.9,81.7871,15.422253
573,81.2378,14.86169
573.1,81.5735,15.186127
573.2,81.3599,14.961264
573.3,81.2683,14.858401
573.4,81.8176,15.396438
573.5,81.0852,14.652775
573.6,82.0618,15.618112
