Time,og_F,corr_F
195,59.3262,35.52423
195.1,61.5234,37.710167
195.2,57.2815,33.457004
195.3,63.0493,39.213541
195.4,57.7393,33.892278
195.5,64.209,40.350715
195.6,58.4412,34.571652
195.7,64.6057,40.724889
195.8,60.9741,37.082026
195.9,61.9507,38.047363
196,63.6902,39.7756
196.1,59.021,35.095137
196.2,64.0564,40.119274
196.3,59.1431,35.194711
196.4,62.8052,38.845548
196.5,57.8918,33.920885
196.6,60.3027,36.320522
196.7,59.2041,35.210659
196.8,63.385,39.380296
196.9,61.0352,37.019233
197,63.5376,39.51037
197.1,63.6292,39.590707
197.2,62.7441,38.694344
197.3,65.1855,41.124481
197.4,59.6924,35.620118
197.5,64.5752,40.491655
197.6,59.0515,34.956692
197.7,60.3943,36.288229
197.8,58.8989,34.781566
197.9,62.5305,38.401903
198,59.5703,35.43044
198.1,61.9812,37.830077
198.2,62.561,38.398614
198.3,61.9507,37.777051
198.4,64.3616,40.176688
198.5,60.5774,36.381225
198.6,64.6362,40.428762
198.7,58.5632,34.344499
198.8,61.8896,37.659636
198.9,59.5703,35.329073
199,63.5071,39.25461
199.1,61.0962,36.832447
199.2,65.6738,41.398784
199.3,61.4319,37.145621
199.4,63.1409,38.843358
199.5,62.9883,38.679495
199.6,61.676,37.355932
199.7,65.9485,41.617169
199.8,59.3872,35.044606
199.9,63.0493,38.695443
200,58.5327,34.16758
200.1,62.6221,38.245717
200.2,60.5164,36.128754
200.3,63.6292,39.230291
200.4,61.3403,36.930128
200.5,63.8428,39.421365
200.6,63.385,38.952302
200.7,62.7136,38.269639
200.8,67.5964,43.141176
200.9,59.6924,35.225913
201,62.6831,38.20535
201.1,59.8755,35.386487
201.2,62.561,38.060724
201.3,62.6831,38.171561
201.4,65.8264,41.303598
201.5,60.4553,35.921235
201.6,65.033,40.487672
201.7,67.1997,42.643109
201.8,62.9883,38.420446
201.9,66.4673,41.888183
202,61.1572,36.56682
202.1,64.9719,40.370257
202.2,59.082,34.469094
202.3,64.1479,39.523731
202.4,61.7371,37.101668
202.5,64.7278,40.081105
202.6,61.2793,36.621342
202.7,65.4907,40.821479
202.8,65.7349,41.054416
202.9,65.1855,40.493753
203,67.1997,42.49669
203.1,60.9741,36.259827
203.2,66.5283,41.802764
203.3,60.9131,36.176301
203.4,62.8662,38.118138
203.5,59.906,35.146675
203.6,65.7959,41.025312
203.7,62.0117,37.229849
203.8,67.6575,42.864386
203.9,61.554,36.749623
204,64.8193,40.00366
204.1,66.6504,41.823497
204.2,62.439,37.600834
204.3,64.4226,39.573171
204.4,59.1125,34.251808
204.5,63.9038,39.031845
204.6,60.0586,35.175382
204.7,63.446,38.551519
204.8,62.3169,37.411156
204.9,65.6128,40.695793
205,61.3708,36.44253
205.1,66.2537,41.314167
205.2,65.1855,40.234704
205.3,64.1785,39.216441
205.4,67.3218,42.348478
205.5,61.3403,36.355715
205.6,66.0706,41.074752
205.7,60.5469,35.539789
205.8,63.2935,38.275126
205.9,59.021,33.991363
206,64.6667,39.6258
206.1,61.8286,36.776437
206.2,70.2209,45.157474
206.3,68.0847,43.010011
206.4,64.8499,39.763948
206.5,68.9392,43.841985
206.6,62.8662,37.757722
206.7,67.4438,42.324059
206.8,60.9436,35.812596
206.9,62.7136,37.571333
207,62.561,37.40747
207.1,66.5894,41.424607
207.2,62.7747,37.598644
207.3,67.2913,42.103981
207.4,66.5894,41.390818
207.5,63.5376,38.327755
207.6,71.0754,45.854292
207.7,63.6292,38.396829
207.8,66.4673,41.223666
207.9,61.4624,36.207503
208,63.0493,37.78314
208.1,64.6667,39.389277
208.2,66.1011,40.812414
208.3,63.0188,37.718851
208.4,67.5659,42.254688
208.5,66.6504,41.327925
208.6,67.8711,42.537362
208.7,67.9626,42.617599
208.8,63.0493,37.693036
208.9,67.2607,41.893173
209,59.6619,34.28311
209.1,66.6199,41.229847
209.2,61.8591,36.457784
209.3,63.9954,38.582821
209.4,62.1643,36.740458
209.5,65.5518,40.116695
209.6,62.3779,36.931532
209.7,67.3523,41.894669
209.8,68.3899,42.921006
209.9,65.6738,40.193643
210,69.6106,44.11918
210.1,62.561,37.058317
210.2,66.1621,40.648154
210.3,59.2041,33.678891
210.4,63.8733,38.336828
210.5,62.2253,36.677565
210.6,62.7136,37.154602
210.7,62.7747,37.204439
210.8,65.7349,40.153376
210.9,65.3992,39.806413
211,67.4744,41.87035
211.1,68.6646,43.049287
211.2,63.9954,38.368824
211.3,65.9485,40.310661
211.4,62.1338,36.484698
211.5,66.04,40.379635
211.6,62.9578,37.286172
211.7,63.8123,38.129409
211.8,63.1104,37.416246
211.9,67.5354,41.829983
212,64.5447,38.82802
212.1,67.2302,41.502257
212.2,71.6858,45.946594
212.3,63.1714,37.420931
212.4,68.2678,42.506068
212.5,61.5234,35.750405
212.6,66.6199,40.835642
212.7,63.8123,38.016779
212.8,67.4438,41.637016
212.9,67.3523,41.534253
213,67.749,41.91969
213.1,65.979,40.138427
213.2,67.2302,41.378364
213.3,70.8923,45.029201
213.4,66.6504,40.776038
213.5,69.1223,43.236675
213.6,60.9131,35.016212
213.7,67.749,41.840849
213.8,62.5916,36.672186
213.9,65.033,39.102323
214,64.5142,38.57226
214.1,69.0002,43.046997
214.2,67.7185,41.754034
214.3,66.7114,40.735671
214.4,68.3289,42.341908
214.5,65.7043,39.706045
214.6,72.8455,46.835982
214.7,62.4084,36.387619
214.8,66.4673,40.435256
214.9,60.4553,34.411993
215,67.9321,41.87753
215.1,62.5,36.434167
215.2,66.925,40.847904
215.3,62.1033,36.014941
215.4,67.1082,41.008578
215.5,67.5049,41.394015
215.6,66.9861,40.863952
215.7,70.9839,44.850489
215.8,64.9414,38.796726
215.9,69.4885,43.332563
216,61.8896,35.7224
216.1,64.7583,38.579837
216.2,60.791,34.601274
216.3,68.4509,42.249911
216.4,63.7512,37.538948
216.5,68.2983,42.074785
216.6,64.5142,38.279422
216.7,68.1458,41.899759
216.8,66.9861,40.728796
216.9,66.1316,39.863033
217,69.519,43.23917
217.1,64.5752,38.284107
217.2,67.8406,41.538244
217.3,63.324,37.010381
217.4,67.9626,41.637718
217.5,64.5752,38.239055
217.6,70.5566,44.209192
217.7,67.5354,41.176729
217.8,68.2678,41.897866
217.9,70.8618,44.480603
218,64.1174,37.72494
218.1,71.6553,45.251577
218.2,65.1855,38.770514
218.3,67.627,41.200751
218.4,65.5518,39.114288
218.5,69.4275,42.978725
218.6,65.3381,38.878062
218.7,67.9016,41.430299
218.8,67.9321,41.449536
218.9,70.7703,44.276473
219,71.0144,44.50931
219.1,68.7561,42.239747
219.2,72.5708,46.043184
219.3,64.3921,37.853221
219.4,71.8994,45.349258
219.5,64.3311,37.769695
219.6,68.2983,41.725632
219.7,66.6809,40.096969
219.8,71.3501,44.754906
219.9,65.0024,38.395943
220,70.3735,43.75578
220.1,71.5027,44.873717
220.2,69.8853,43.245054
220.3,73.6694,47.017891
220.4,65.979,39.316228
220.5,70.9839,44.309865
220.6,65.8569,39.171602
220.7,70.0073,43.310739
220.8,64.5142,37.806376
220.9,69.8547,43.135613
221,66.1926,39.46225
221.1,68.6951,41.953487
221.2,66.3452,39.592324
221.3,70.0684,43.304261
221.4,72.0825,45.307098
221.5,67.2913,40.504635
221.6,73.3032,46.505272
221.7,64.4226,37.613409
221.8,68.3289,41.508446
221.9,63.5376,36.705883
222,66.2231,39.38012
222.1,65.0024,38.148157
222.2,67.1387,40.273194
222.3,66.5588,39.682031
222.4,68.2678,41.379768
222.5,67.8101,40.910805
222.6,68.4509,41.540342
222.7,67.1387,40.216879
222.8,65.094,38.160916
222.9,70.343,43.398653
223,62.0422,35.08659
223.1,68.6035,41.636627
223.2,63.0798,36.101664
223.3,69.2444,42.255001
223.4,64.4226,37.421938
223.5,68.8171,41.805175
223.6,68.634,41.610812
223.7,68.7561,41.721649
223.8,72.3572,45.311486
223.9,65.033,37.976023
224,72.4487,45.38046
224.1,65.6738,38.594297
224.2,67.4438,40.353034
224.3,67.0471,39.945071
224.4,68.8782,41.764908
224.5,64.5752,37.450645
224.6,71.3501,44.214282
224.7,72.052,44.904919
224.8,69.1223,41.963956
224.9,74.4629,47.293293
225,65.5823,38.40143
225.1,72.0825,44.890367
225.2,65.7654,38.562004
225.3,69.5496,42.334941
225.4,65.8875,38.661578
225.5,72.0825,44.845315
225.6,66.1621,38.913652
225.7,73.4558,46.196089
225.8,71.4111,44.140126
225.9,67.8711,40.588863
226,72.6624,45.3689
226.1,65.7043,38.399537
226.2,73.6084,46.292374
226.3,63.5071,36.179811
226.4,69.0002,41.661648
226.5,65.1245,37.774685
226.6,68.2983,40.937222
226.7,64.3616,36.989259
226.8,71.8994,44.515796
226.9,67.0776,39.682733
227,72.2961,44.88997
227.1,69.4885,42.071107
227.2,65.918,38.489344
227.3,71.2585,43.818581
227.4,65.5212,38.070018
227.5,70.9229,43.460455
227.6,62.1643,34.690592
227.7,67.627,40.142029
227.8,61.4929,33.996666
227.9,66.4063,38.898803
228,61.0046,33.48584
228.1,66.8335,39.303477
228.2,63.0798,35.538514
228.3,67.0776,39.525051
228.4,68.573,41.009188
228.5,67.2913,39.716225
228.6,68.8477,41.261362
228.7,65.3992,37.801599
228.8,66.1316,38.522736
228.9,66.5283,38.908173
229,68.2983,40.66691
229.1,65.918,38.275347
229.2,69.6106,41.956684
229.3,67.5964,39.931221
229.4,72.2351,44.558658
229.5,75.592,47.904295
229.6,66.7725,39.073532
229.7,73.2117,45.501469
229.8,66.1621,38.440606
229.9,66.6504,38.917643
230,67.0471,39.30308
230.1,70.3125,42.557217
230.2,68.8171,41.050554
230.3,73.5168,45.738991
230.4,71.5332,43.744128
230.5,72.2656,44.465265
230.6,75.0122,47.200602
230.7,66.5894,38.766539
230.8,72.3572,44.523076
230.9,64.9109,37.065513
231,67.8101,39.95345
231.1,61.8896,34.021687
231.2,64.7583,36.879124
231.3,64.27,36.379561
231.4,67.6575,39.755798
231.5,64.5447,36.631735
231.6,66.8335,38.909272
231.7,63.8733,35.937809
231.8,67.2607,39.313946
231.9,69.4885,41.530483
232,58.0444,30.07512
232.1,71.8079,43.827357
232.2,60.791,32.799194
232.3,70.343,42.339931
232.4,64.0259,36.011568
232.5,66.864,38.838405
232.6,67.5049,39.468042
232.7,67.5659,39.517779
232.8,67.9321,39.872716
232.9,62.0728,34.002153
233,69.5801,41.49819
233.1,70.0073,41.914127
233.2,68.9392,40.834764
233.3,60.5469,32.431201
233.4,65.2161,37.089138
233.5,63.5986,35.460375
233.6,74.3713,46.221812
233.7,64.6667,36.505949
233.8,66.6504,38.478386
233.9,66.925,38.741723
234,69.9463,41.75176
234.1,70.4041,42.198297
234.2,68.1152,39.898134
234.3,65.4297,37.201371
234.4,60.6079,32.368308
234.5,68.0542,39.803345
234.6,58.6243,30.362182
234.7,64.6973,36.423919
234.8,61.7371,33.452456
234.9,66.4978,38.201893
235,67.1387,38.83153
235.1,68.512,40.193567
235.2,66.6809,38.351204
235.3,64.6057,36.264741
235.4,67.5659,39.213678
235.5,63.9954,35.631915
235.6,65.3992,37.024452
235.7,65.155,36.768989
235.8,66.7114,38.314126
235.9,60.0281,31.619563
236,73.3032,44.8834
236.1,61.8896,33.458537
236.2,68.7256,40.283274
236.3,63.4155,34.961911
236.4,67.749,39.284148
236.5,73.6389,45.162785
236.6,62.0117,33.524322
236.7,70.5872,42.088559
236.8,61.8286,33.318696
236.9,64.6362,36.115033
237,62.8662,34.33377
237.1,69.9158,41.372107
237.2,67.1997,38.644744
237.3,67.5659,38.999681
237.4,62.9578,34.380318
237.5,66.8335,38.244755
237.6,63.9038,35.303792
237.7,64.0564,35.445129
237.8,72.113,43.490466
237.9,64.27,35.636203
238,64.4836,35.83854
238.1,61.9507,33.294377
238.2,66.2842,37.616614
238.3,63.3545,34.675651
238.4,66.9556,38.265488
238.5,66.2537,37.552325
238.6,70.0378,41.325162
238.7,70.2209,41.496999
238.8,67.2302,38.495036
238.9,67.1692,38.422773
239,66.1926,37.43491
239.1,67.9932,39.224247
239.2,70.7397,41.959484
239.3,67.1692,38.377721
239.4,67.3523,38.549558
239.5,65.3381,36.524095
239.6,72.876,44.050732
239.7,71.8994,43.062869
239.8,69.6716,40.823806
239.9,70.8313,41.972243
240,69.7327,40.86238
240.1,67.5964,38.714817
240.2,72.5403,43.647454
240.3,64.8193,35.915191
240.4,69.7327,40.817328
240.5,66.5283,37.601665
240.6,74.1882,45.250302
240.7,62.7441,33.794939
240.8,77.8198,48.859376
240.9,68.7256,39.753913
241,70.0989,41.11595
241.1,69.2749,40.280687
241.2,61.615,32.609524
241.3,70.6787,41.661961
241.4,63.3545,34.326498
241.5,64.0259,34.986635
241.6,63.2324,34.181872
241.7,64.0564,34.994609
241.8,67.4438,38.370746
241.9,71.5027,42.418383
242,73.4253,44.32972
242.1,65.1855,36.078657
242.2,66.6199,37.501794
242.3,68.4814,39.352031
242.4,67.5049,38.364268
242.5,60.3638,31.211905
242.6,72.876,43.712842
242.7,69.0918,39.917379
242.8,64.8193,35.633616
242.9,67.7795,38.582553
243,68.9697,39.76149
243.1,70.7092,41.489727
243.2,69.1223,39.891564
243.3,76.416,47.174001
243.4,67.0471,37.793838
243.5,62.6831,33.418575
243.6,64.4531,35.177312
243.7,72.5098,43.222749
243.8,68.7256,39.427286
243.9,66.6504,37.340823
244,64.7888,35.46796
244.1,69.1833,39.851197
244.2,74.1272,44.783834
244.3,71.7468,42.392171
244.4,71.9299,42.564008
244.5,70.2209,40.843745
244.6,73.3337,43.945282
244.7,68.0847,38.685019
244.8,64.6057,35.194756
244.9,62.8357,33.413493
245,66.6809,37.24743
245.1,70.7092,41.264467
245.2,64.7888,35.332804
245.3,68.7561,39.288841
245.4,68.9697,39.491178
245.5,67.3523,37.862515
245.6,72.7234,43.222352
245.7,70.9839,41.471589
245.8,65.2161,35.692526
245.9,61.3403,31.805463
246,67.1997,37.6536
246.1,72.0215,42.464137
246.2,65.6128,36.044174
246.3,66.4368,36.856911
246.4,64.3311,34.739948
246.5,63.5681,33.965685
246.6,66.0706,36.456922
246.7,70.282,40.657059
246.8,70.3735,40.737296
246.9,65.6128,35.965333
247,72.876,43.21727
247.1,60.3333,30.663307
247.2,67.7795,38.098244
247.3,65.5212,35.828681
247.4,68.9087,39.204918
247.5,61.3098,31.594755
247.6,74.3103,44.583992
247.7,70.8618,41.124229
247.8,63.0493,33.300466
247.9,69.0613,39.301203
248,71.2585,41.48714
248.1,69.5496,39.766977
248.2,63.2935,33.499614
248.3,73.822,44.016851
248.4,65.7654,35.948988
248.5,63.3545,33.526825
248.6,73.1201,43.281162
248.7,66.6199,36.769699
248.8,73.3948,43.533336
248.9,79.9866,50.113873
249,70.8618,40.97781
249.1,74.1882,44.292947
249.2,71.1365,41.229984
249.3,67.6575,37.739721
249.4,71.5332,41.604158
249.5,71.5637,41.623395
249.6,69.6411,39.689532
249.7,72.2961,42.333269
249.8,69.9768,40.002706
249.9,73.4558,43.470443
250,72.6929,42.69628
250.1,66.5588,36.550917
250.2,69.6106,39.591454
250.3,67.2302,37.199791
250.4,62.9272,32.885528
250.5,78.0334,47.980465
250.6,70.4041,40.339902
250.7,73.7915,43.716039
250.8,62.4695,32.382776
250.9,64.9414,34.843413
251,70.4651,40.35585
251.1,75.0427,44.922187
251.2,62.1948,32.063024
251.3,73.1812,43.038161
251.4,71.6858,41.531498
251.5,76.5076,46.342035
251.6,73.8525,43.675672
251.7,61.676,31.487909
251.8,66.0706,35.871246
251.9,61.2488,31.038183
252,71.228,41.00612
252.1,70.2515,40.018357
252.2,69.0613,38.816894
252.3,62.0422,31.786531
252.4,66.3147,36.047768
252.5,72.1436,41.865405
252.6,66.2231,35.933642
252.7,66.4368,36.136079
252.8,65.9485,35.636516
252.9,73.0896,42.766353
253,62.9272,32.59269
253.1,72.6929,42.347127
253.2,69.458,39.100964
253.3,69.0002,38.631901
253.4,72.7234,42.343838
253.5,78.1555,47.764675
253.6,69.2444,38.842312
253.7,74.8291,44.415749
253.8,74.8596,44.434986
253.9,67.0471,36.611223
254,75.592,45.14486
254.1,67.4438,36.985397
254.2,72.6929,42.223234
254.3,68.0542,37.573271
254.4,73.3643,42.872108
254.5,67.6575,37.154045
254.6,69.0002,38.485482
254.7,72.5098,41.983819
254.8,75.3784,44.841156
254.9,68.8782,38.329693
255,72.6318,42.07203
255.1,76.1414,45.570367
255.2,66.6504,36.068104
255.3,63.2629,32.669341
255.4,66.4063,35.801478
255.5,70.7703,40.154215
255.6,61.3098,30.682452
255.7,74.4324,43.793789
255.8,69.5801,38.930226
255.9,72.3267,41.665563
256,75.3174,44.645
256.1,69.397,38.713337
256.2,70.1904,39.495474
256.3,67.688,36.981811
256.4,74.2493,43.531848
256.5,70.5872,39.858485
256.6,67.5049,36.764922
256.7,65.8264,35.075159
256.8,74.4934,43.730896
256.9,70.7092,39.935433
257,74.1577,43.37267
257.1,66.3757,35.579407
257.2,65.3076,34.500044
257.3,72.4182,41.599381
257.4,70.4651,39.635018
257.5,72.9065,42.065155
257.6,63.8733,33.020692
257.7,63.1409,32.277029
257.8,61.676,30.800866
257.9,68.6951,37.808703
258,69.4275,38.52984
258.1,79.3457,48.436777
258.2,66.4368,35.516614
258.3,68.2678,37.336351
258.4,70.6787,39.735988
258.5,69.1223,38.168325
258.6,77.7588,46.793562
258.7,64.7278,33.751299
258.8,76.9043,45.916536
258.9,67.688,36.688973
259,77.8503,46.84001
259.1,69.9768,38.955247
259.2,65.2161,34.183284
259.3,64.8193,33.775221
259.4,70.1294,39.074058
259.5,75.531,44.464395
259.6,67.9626,36.884732
259.7,65.7654,34.676269
259.8,71.5637,40.463306
259.9,65.5518,34.440143
260,69.458,38.33508
260.1,68.2678,37.133617
260.2,73.2727,42.127254
260.3,75.6226,44.465891
260.4,71.6553,40.487328
260.5,66.7419,35.562665
260.6,68.0542,36.863702
260.7,62.8662,31.664439
260.8,78.064,46.850976
260.9,70.5872,39.362913
261,76.6907,45.45515
261.1,72.0825,40.835687
261.2,80.9021,49.644024
261.3,70.8008,39.531461
261.4,70.0073,38.726698
261.5,67.6575,36.365635
261.6,73.6694,42.366272
261.7,74.5239,43.209509
261.8,70.4956,39.169946
261.9,77.1484,45.811483
262,65.3687,34.02052
262.1,66.7725,35.413057
262.2,64.0869,32.716194
262.3,71.8384,40.456431
262.4,67.5049,36.111668
262.5,67.6575,36.253005
262.6,66.5894,35.173642
262.7,76.416,44.988979
262.8,77.3621,45.923816
262.9,76.3245,44.874953
263,79.071,47.61019
263.1,76.1414,44.669327
263.2,82.1838,50.700464
263.3,66.5894,35.094801
263.4,75.3174,43.811538
263.5,66.925,35.407875
263.6,73.6694,42.141012
263.7,62.9272,31.387549
263.8,64.3616,32.810686
263.9,69.0613,37.499123
264,80.78,49.20656
264.1,76.355,44.770297
264.2,73.4558,41.859834
264.3,70.6482,39.040971
264.4,71.2891,39.670608
264.5,65.918,34.288245
264.6,62.3474,30.706382
264.7,70.9229,39.270619
264.8,68.4204,36.756856
264.9,68.3899,36.715093
265,74.2798,42.59373
265.1,80.2307,48.533367
265.2,67.627,35.918404
265.3,75.1038,43.383941
265.4,75.1953,43.464178
265.5,70.5261,38.783715
265.6,69.1223,37.368652
265.7,66.1011,34.336189
265.8,68.4204,36.644226
265.9,64.7278,32.940363
266,86.1511,54.3524
266.1,66.925,35.115037
266.2,75.2258,43.404574
266.3,75.8667,44.034211
266.4,69.519,37.675248
266.5,75.1953,43.340285
266.6,69.8547,37.988422
266.7,69.1528,37.275259
266.8,67.4744,35.585596
266.9,65.2161,33.316033
267,71.4722,39.56087
267.1,84.0454,52.122807
267.2,66.6809,34.747044
267.3,66.2842,34.339081
267.4,71.7773,39.820918
267.5,72.3877,40.420055
267.6,77.4536,45.474692
267.7,60.9741,28.983929
267.8,74.7375,42.736066
267.9,63.6292,31.616503
268,69.2139,37.18994
268.1,69.2749,37.239677
268.2,77.1484,45.101914
268.3,70.0073,37.949551
268.4,78.7659,46.696888
268.5,77.5452,45.464925
268.6,72.4792,40.387662
268.7,77.1484,45.045599
268.8,69.0918,36.977736
268.9,70.1904,38.065073
269,62.1338,29.99721
269.1,72.0215,39.873647
269.2,69.9158,37.756684
269.3,69.6716,37.501221
269.4,70.2515,38.069858
269.5,79.4067,47.213795
269.6,67.1387,34.934532
269.7,71.5332,39.317769
269.8,67.1997,34.973006
269.9,71.167,38.929043
270,71.991,39.74178
270.1,63.8733,31.612817
270.2,67.5964,35.324654
270.3,74.1577,41.874691
270.4,75.47,43.175728
270.5,70.4346,38.129065
270.6,75.4089,43.092102
270.7,67.1692,34.841139
270.8,68.7256,36.386276
270.9,74.8901,42.539513
271,73.4253,41.06345
271.1,76.0193,43.646187
271.2,68.2068,35.822424
271.3,70.6787,38.283061
271.4,67.8101,35.403198
271.5,73.761,41.342835
271.6,75.9277,43.498272
271.7,71.0449,38.604209
271.8,74.8291,42.377146
271.9,69.8853,37.422083
272,76.5076,44.03312
272.1,73.4558,40.970057
272.2,76.4771,43.980094
272.3,69.8547,37.346431
272.4,76.2634,43.743868
272.5,67.5354,35.004605
272.6,66.4368,33.894742
272.7,75.531,42.977679
272.8,75.531,42.966416
272.9,66.864,34.288153
273,77.24,44.65289
273.1,80.719,48.120627
273.2,79.8035,47.193864
273.3,79.1626,46.541701
273.4,72.1436,39.511438
273.5,73.3337,40.690275
273.6,63.6902,31.035512
273.7,71.8994,39.233449
273.8,67.5659,34.888686
273.9,75.2869,42.598423
274,70.6177,37.91796
274.1,74.1272,41.416197
274.2,71.8079,39.085634
274.3,69.1528,36.419271
274.4,71.3806,38.635808
274.5,66.2537,33.497645
274.6,69.2444,36.477082
274.7,71.9299,39.151319
274.8,73.5779,40.788056
274.9,69.6106,36.809493
275,83.0078,50.19543
275.1,65.3076,32.483967
275.2,81.3599,48.525004
275.3,70.1294,37.283241
275.4,77.6062,44.748778
275.5,75.1038,42.235115
275.6,76.2024,43.322452
275.7,78.2471,45.355889
275.8,73.2727,40.370226
275.9,78.1555,45.241763
276,71.1975,38.2725
276.1,72.8149,39.878637
276.2,67.5964,34.648874
276.3,77.6672,44.708411
276.4,69.3665,36.396448
276.5,80.6274,47.646085
276.6,77.6367,44.644122
276.7,72.4487,39.444859
276.8,73.1201,40.104996
276.9,77.0874,44.061033
277,78.4302,45.39257
277.1,68.634,35.585107
277.2,64.7583,31.698144
277.3,67.4133,34.341881
277.4,75.5615,42.478818
277.5,75.4395,42.345555
277.6,73.3032,40.197992
277.7,74.4019,41.285429
277.8,74.5544,41.426666
277.9,86.0291,52.890103
278,70.282,37.13174
278.1,76.9043,43.742777
278.2,75.2258,42.053014
278.3,72.937,39.752951
278.4,69.8242,36.628888
278.5,79.071,45.864425
278.6,81.0852,47.867362
278.7,76.6296,43.400499
278.8,80.5969,47.356536
278.9,74.7681,41.516473
279,81.2378,47.97491
279.1,78.4607,45.186547
279.2,76.355,43.069584
279.3,73.7915,40.494821
279.4,79.4678,46.159858
279.5,64.0869,30.767695
279.6,67.0471,33.716632
279.7,69.0002,35.658469
279.8,83.0688,49.715806
279.9,64.7583,31.394043
280,73.761,40.38548
280.1,78.0945,44.707717
280.2,64.3921,30.994054
280.3,80.719,47.309691
280.4,75.3174,41.896828
280.5,77.4841,44.052265
280.6,67.6575,34.214402
280.7,68.9087,35.454339
280.8,63.7207,30.255076
280.9,64.8499,31.373013
281,73.2117,39.72355
281.1,70.6177,37.118287
281.2,68.9392,35.428524
281.3,70.1599,36.637961
281.4,76.9653,43.432098
281.5,76.355,42.810535
281.6,71.2891,37.733372
281.7,67.2913,33.724309
281.8,64.6057,31.027446
281.9,73.1201,39.530583
282,65.3076,31.70682
282.1,76.3855,42.773457
282.2,71.8689,38.245594
282.3,75.2563,41.621731
282.4,74.9512,41.305368
282.5,80.3833,46.726205
282.6,74.0051,40.336742
282.7,81.9092,48.229579
282.8,67.9932,34.302316
282.9,76.7822,43.080053
283,66.1011,32.38769
283.1,74.4324,40.707727
283.2,67.9932,34.257264
283.3,75.47,41.722801
283.4,71.2585,37.500038
283.5,73.9746,40.204875
283.6,71.0754,37.294412
283.7,72.2656,38.473349
283.8,80.3833,46.579786
283.9,65.5518,31.737023
284,77.2095,43.38346
284.1,68.5425,34.705197
284.2,64.1174,30.268834
284.3,70.282,36.422171
284.4,66.4978,32.626708
284.5,68.6035,34.721145
284.6,63.2629,29.369282
284.7,70.5261,36.621219
284.8,77.1484,43.232256
284.9,73.5779,39.650493
285,75.3479,41.40923
285.1,77.9724,44.022467
285.2,71.1365,37.175304
285.3,65.6433,31.670841
285.4,70.2515,36.267778
285.5,79.9866,45.991615
285.6,76.1108,42.104552
285.7,78.5828,44.565289
285.8,81.4209,47.392126
285.9,78.8879,44.847863
286,75.0122,40.9609
286.1,73.0286,38.966037
286.2,80.1392,46.065374
286.3,64.3921,30.307011
286.4,80.4749,46.378548
286.5,69.7021,35.594485
286.6,62.2864,28.167522
286.7,67.9626,33.832459
286.8,76.4771,42.335696
286.9,70.6177,36.465033
287,65.4297,31.26577
287.1,72.9065,38.731307
287.2,76.4771,42.290644
287.3,74.9512,40.753481
287.4,68.4814,34.272418
287.5,69.7632,35.542955
287.6,69.0308,34.799292
287.7,66.7114,32.468629
287.8,77.0264,42.772366
287.9,77.6367,43.371403
288,74.5544,40.27784
288.1,71.991,37.703177
288.2,74.2493,39.950214
288.3,75.0122,40.701851
288.4,78.7048,44.383188
288.5,76.1108,41.777925
288.6,83.252,48.907862
288.7,69.4275,35.072099
288.8,71.6248,37.258136
288.9,60.0281,25.650173
289,81.1462,46.75701
289.1,76.2329,41.832447
289.2,77.6978,43.286084
289.3,73.3948,38.971821
289.4,68.8171,34.382858
289.5,75.0732,40.627695
289.6,80.9631,46.506332
289.7,71.3501,36.882069
289.8,68.5425,34.063206
289.9,63.385,28.894443
290,68.512,34.01018
290.1,65.155,30.641917
290.2,72.2656,37.741254
290.3,75.3784,40.842791
290.4,72.0825,37.535628
290.5,72.876,38.317865
290.6,79.1016,44.532202
290.7,78.8574,44.276739
290.8,72.0825,37.490576
290.9,68.4509,33.847713
291,80.2917,45.67725
291.1,64.8804,30.254687
291.2,83.8318,49.194824
291.3,68.3289,33.680661
291.4,77.9114,43.251898
291.5,76.7212,42.050435
291.6,75.4395,40.757472
291.7,69.6106,34.917309
291.8,78.2776,43.573046
291.9,71.7163,37.000483
292,71.2585,36.53142
292.1,81.2988,46.560457
292.2,73.822,39.072394
292.3,72.2961,37.535231
292.4,70.3735,35.601368
292.5,74.5239,39.740505
292.6,69.0002,34.205542
292.7,81.604,46.798079
292.8,73.2117,38.394516
292.9,71.2891,36.460653
293,74.1577,39.31799
293.1,73.4863,38.635327
293.2,72.8455,37.983264
293.3,76.8433,41.969801
293.4,73.4863,38.601538
293.5,72.9675,38.071475
293.6,77.4536,42.546312
293.7,77.6978,42.779249
293.8,73.8525,38.922686
293.9,67.0776,32.136523
294,73.2727,38.32036
294.1,73.3032,38.339597
294.2,72.4487,37.473834
294.3,81.4514,46.465271
294.4,64.0564,29.059008
294.5,79.2542,44.245545
294.6,69.3054,34.285482
294.7,69.7327,34.701519
294.8,69.7937,34.751256
294.9,70.1294,35.075693
295,73.9746,38.90963
295.1,73.3948,38.318567
295.2,72.4792,37.391704
295.3,74.1577,39.058941
295.4,77.1484,42.038378
295.5,70.343,35.221715
295.6,79.3152,44.182652
295.7,65.2466,30.102789
295.8,73.6389,38.483826
295.9,66.4063,31.239963
296,75.1953,40.0177
296.1,69.1223,33.933437
296.2,74.5544,39.354274
296.3,72.3267,37.115311
296.4,69.1223,33.899648
296.5,79.4983,44.264385
296.6,74.4629,39.217722
296.7,73.0286,37.772159
296.8,69.0918,33.824096
296.9,71.8689,36.589933
297,71.3196,36.02937
